entity_id,entity_name,cohort,western_mean,chinese_mean,delta_chinese_minus_western,abs_delta
artifact_gemini_1_5_flash,Gemini 1.5 Flash,foundation_model,0.4413,0.4321,-0.0092,0.0092
artifact_gemini_2_0,Gemini 2.0,foundation_model,0.3522,0.4036,0.0514,0.0514
artifact_gemini_2_5_pro,Gemini 2.5 Pro,foundation_model,0.1717,0.1286,-0.0432,0.0432
artifact_palm,PaLM,foundation_model,0.7217,0.7357,0.014,0.014
artifact_palm_2,PaLM 2,foundation_model,0.6283,0.6786,0.0503,0.0503
artifact_lamda,LaMDA,foundation_model,0.8217,0.8571,0.0354,0.0354
artifact_chinchilla,Chinchilla,foundation_model,0.5783,0.7964,0.2182,0.2182
artifact_gopher,Gopher,foundation_model,0.6293,0.8286,0.1992,0.1992
artifact_sparrow,Sparrow,foundation_model,0.6952,0.6607,-0.0345,0.0345
artifact_bard,Bard,foundation_model,0.65,0.7,0.05,0.05
artifact_opt,OPT,foundation_model,0.7135,0.85,0.1365,0.1365
artifact_galactica,Galactica,foundation_model,0.7039,0.6679,-0.0361,0.0361
artifact_bloom,BLOOM,foundation_model,0.7483,0.8357,0.0875,0.0875
artifact_llama_2_70b,LLaMA 2 70B,foundation_model,0.7413,0.8036,0.0623,0.0623
artifact_llama_3_70b,LLaMA 3 70B,foundation_model,0.6948,0.6964,0.0016,0.0016
artifact_llama_3_405b,LLaMA 3 405B,foundation_model,0.5717,0.4771,-0.0946,0.0946
artifact_mixtral_8x7b,Mixtral 8x7B,foundation_model,0.6239,0.7786,0.1547,0.1547
artifact_mixtral_8x22b,Mixtral 8x22B,foundation_model,0.5043,0.5179,0.0135,0.0135
artifact_phi_2,Phi-2,foundation_model,0.5865,0.775,0.1885,0.1885
artifact_phi_3_mini,Phi-3-mini,foundation_model,0.5465,0.7964,0.2499,0.2499
artifact_gemma_2_9b,Gemma 2 9B,foundation_model,0.6957,0.6071,-0.0885,0.0885
artifact_gemma_2_27b,Gemma 2 27B,foundation_model,0.5878,0.5907,0.0029,0.0029
artifact_yi_34b,Yi-34B,foundation_model,0.7674,0.8486,0.0812,0.0812
artifact_yi_1_5,Yi 1.5,foundation_model,0.5643,0.6143,0.0499,0.0499
artifact_qwen_2_5_72b,Qwen 2.5 72B,foundation_model,0.6648,0.6329,-0.0319,0.0319
artifact_qwen_3,Qwen 3,foundation_model,0.2352,0.1786,-0.0566,0.0566
artifact_internlm_2,InternLM 2,foundation_model,0.693,0.7536,0.0605,0.0605
artifact_baichuan_2,Baichuan 2,foundation_model,0.8217,0.7857,-0.036,0.036
artifact_chatglm3,ChatGLM3,foundation_model,0.7152,0.6386,-0.0766,0.0766
artifact_deepseek_v2,DeepSeek-V2,foundation_model,0.6978,0.69,-0.0078,0.0078
artifact_deepseek_coder_v2,DeepSeek-Coder-V2,foundation_model,0.6526,0.7357,0.0831,0.0831
artifact_falcon_180b,Falcon 180B,foundation_model,0.653,0.7821,0.1291,0.1291
artifact_xgen,XGen,foundation_model,0.4913,0.6286,0.1373,0.1373
artifact_stablelm,StableLM,foundation_model,0.6283,0.5143,-0.114,0.114
artifact_bleu,BLEU,benchmark,0.8478,0.9286,0.0807,0.0807
artifact_rouge,ROUGE,benchmark,0.7817,0.9643,0.1825,0.1825
artifact_meteor,METEOR,benchmark,0.6917,0.65,-0.0417,0.0417
artifact_tokens_sec,Tokens/sec,benchmark,0.5826,0.9,0.3174,0.3174
artifact_bpe,BPE,benchmark,0.6457,0.685,0.0393,0.0393
artifact_wordpiece,WordPiece,benchmark,0.697,0.7036,0.0066,0.0066
artifact_sentencepiece,SentencePiece,benchmark,0.73,0.7357,0.0057,0.0057
artifact_wit,WIT,benchmark,0.7304,0.675,-0.0554,0.0554
artifact_xsum,XSum,benchmark,0.9391,0.9786,0.0394,0.0394
artifact_cnn_dailymail,CNN/DailyMail,benchmark,0.9304,0.9857,0.0553,0.0553
artifact_conll_2003,CoNLL-2003,benchmark,0.9304,1.0,0.0696,0.0696
artifact_ontonotes,OntoNotes,benchmark,0.9565,0.9643,0.0078,0.0078
artifact_triviaqa,TriviaQA,benchmark,0.9022,1.0,0.0978,0.0978
artifact_natural_questions,Natural Questions,benchmark,0.8978,0.9286,0.0307,0.0307
artifact_hotpotqa,HotpotQA,benchmark,0.813,0.9071,0.0941,0.0941
artifact_drop,DROP,benchmark,0.7709,0.8179,0.047,0.047
artifact_commonsenseqa,CommonsenseQA,benchmark,0.813,0.8286,0.0155,0.0155
artifact_piqa,PIQA,benchmark,0.6652,0.7643,0.0991,0.0991
artifact_winogrande,WinoGrande,benchmark,0.8196,0.9643,0.1447,0.1447
artifact_swag,SWAG,benchmark,0.7635,0.7714,0.008,0.008
artifact_race,RACE,benchmark,0.7326,0.9286,0.196,0.196
artifact_boolq,BoolQ,benchmark,0.8148,0.9429,0.1281,0.1281
artifact_c_eval,C-Eval,benchmark,0.8696,0.8357,-0.0339,0.0339
artifact_cmmlu,CMMLU,benchmark,0.6698,0.775,0.1052,0.1052
artifact_cmb,CMB,benchmark,0.4639,0.4129,-0.0511,0.0511
artifact_openai_evals,OpenAI Evals,benchmark,0.7957,0.9071,0.1115,0.1115
artifact_lm_evaluation_harness,LM Evaluation Harness,benchmark,0.9778,1.0,0.0222,0.0222
artifact_cifar_100,CIFAR-100,dataset,0.9609,0.9286,-0.0323,0.0323
artifact_fashion_mnist,Fashion-MNIST,dataset,0.9661,0.9643,-0.0018,0.0018
artifact_stl_10,STL-10,dataset,0.76,0.9786,0.2186,0.2186
artifact_svhn,SVHN,dataset,0.9248,1.0,0.0752,0.0752
artifact_coco,COCO,dataset,0.9609,0.9643,0.0034,0.0034
artifact_voc,VOC,dataset,0.9609,1.0,0.0391,0.0391
artifact_cityscapes,Cityscapes,dataset,0.9478,1.0,0.0522,0.0522
artifact_kitti,KITTI,dataset,0.9565,1.0,0.0435,0.0435
artifact_librispeech,LibriSpeech,dataset,0.9687,0.9786,0.0099,0.0099
artifact_ljspeech,LJSpeech,dataset,0.9174,0.9786,0.0612,0.0612
artifact_common_voice,Common Voice,dataset,0.8087,0.85,0.0413,0.0413
artifact_wikitext,WikiText,dataset,0.9087,1.0,0.0913,0.0913
artifact_openwebmath,OpenWebMath,dataset,0.5622,0.6929,0.1307,0.1307
artifact_proofpile,ProofPile,dataset,0.6117,0.5821,-0.0296,0.0296
artifact_stack_v2,Stack-V2,dataset,0.6113,0.75,0.1387,0.1387
artifact_codeparrot,CodeParrot,dataset,0.5948,0.625,0.0302,0.0302
artifact_dolma,Dolma,dataset,0.7391,0.8357,0.0966,0.0966
artifact_refinedweb,RefinedWeb,dataset,0.7239,0.875,0.1511,0.1511
artifact_madlad_400,MADLAD-400,dataset,0.5609,0.6286,0.0677,0.0677
artifact_roots,ROOTS,dataset,0.5991,0.6286,0.0294,0.0294
artifact_multinli,MultiNLI,dataset,0.9043,0.9786,0.0742,0.0742
artifact_snli,SNLI,dataset,0.9609,0.9607,-0.0002,0.0002
artifact_quora_question_pairs,Quora Question Pairs,dataset,0.9478,1.0,0.0522,0.0522
artifact_ms_marco,MS MARCO,dataset,0.987,0.9286,-0.0584,0.0584
artifact_booksum,BookSum,dataset,0.7817,0.8857,0.104,0.104
artifact_multi_news,Multi-News,dataset,0.9348,0.9571,0.0224,0.0224
artifact_stackexchange_data,StackExchange data,dataset,0.9217,0.9143,-0.0075,0.0075
artifact_openassistant,OpenAssistant,dataset,0.8339,0.8143,-0.0196,0.0196
artifact_sharegpt,ShareGPT,dataset,0.7717,0.7929,0.0211,0.0211
artifact_ultrachat,UltraChat,dataset,0.717,0.6714,-0.0455,0.0455
artifact_neurips,NeurIPS,conference,0.6422,0.7,0.0578,0.0578
artifact_icml,ICML,conference,0.487,0.4736,-0.0134,0.0134
artifact_iclr,ICLR,conference,0.547,0.5286,-0.0184,0.0184
artifact_cvpr,CVPR,conference,0.6152,0.6179,0.0026,0.0026
artifact_iccv,ICCV,conference,0.5713,0.55,-0.0213,0.0213
artifact_eccv,ECCV,conference,0.5957,0.6036,0.0079,0.0079
artifact_acl,ACL,conference,0.5152,0.5279,0.0126,0.0126
artifact_emnlp,EMNLP,conference,0.6448,0.6664,0.0216,0.0216
artifact_naacl,NAACL,conference,0.5165,0.5107,-0.0058,0.0058
artifact_aaai,AAAI,conference,0.5826,0.5357,-0.0469,0.0469
artifact_ijcai,IJCAI,conference,0.63,0.6429,0.0129,0.0129
artifact_kdd,KDD,conference,0.5957,0.6357,0.0401,0.0401
artifact_www,WWW,conference,0.6913,0.7429,0.0516,0.0516
artifact_sigir,SIGIR,conference,0.6065,0.6,-0.0065,0.0065
artifact_wsdm,WSDM,conference,0.5739,0.5921,0.0182,0.0182
artifact_recsys,RecSys,conference,0.603,0.7,0.097,0.097
artifact_aistats,AISTATS,conference,0.597,0.6214,0.0245,0.0245
artifact_uai,UAI,conference,0.5361,0.6679,0.1318,0.1318
artifact_colt,COLT,conference,0.5239,0.625,0.1011,0.1011
artifact_stoc,STOC,conference,0.5991,0.6571,0.058,0.058
artifact_focs,FOCS,conference,0.6209,0.6571,0.0363,0.0363
artifact_sigcomm,SIGCOMM,conference,0.613,0.6607,0.0477,0.0477
artifact_nsdi,NSDI,conference,0.6513,0.7,0.0487,0.0487
artifact_osdi,OSDI,conference,0.6726,0.6679,-0.0048,0.0048
artifact_sosp,SOSP,conference,0.5926,0.6714,0.0788,0.0788
artifact_isca,ISCA,conference,0.6513,0.6707,0.0194,0.0194
artifact_micro,MICRO,conference,0.6413,0.6257,-0.0156,0.0156
artifact_hpca,HPCA,conference,0.6391,0.6786,0.0394,0.0394
artifact_usenix_security,USENIX Security,conference,0.6652,0.6714,0.0062,0.0062
artifact_sp_oakland,S&P (Oakland),conference,0.5826,0.5964,0.0138,0.0138
artifact_python,Python,programming_language,0.6913,0.7643,0.073,0.073
artifact_c,C++,programming_language,0.4913,0.55,0.0587,0.0587
artifact_rust,Rust,programming_language,0.6174,0.7857,0.1683,0.1683
artifact_go,Go,programming_language,0.8783,0.8571,-0.0211,0.0211
artifact_java,Java,programming_language,0.8609,0.7893,-0.0716,0.0716
artifact_javascript,JavaScript,programming_language,0.6043,0.7714,0.1671,0.1671
artifact_typescript,TypeScript,programming_language,0.9087,0.9571,0.0484,0.0484
artifact_scala,Scala,programming_language,0.8817,0.8821,0.0004,0.0004
artifact_kotlin,Kotlin,programming_language,0.8674,0.9143,0.0469,0.0469
artifact_swift,Swift,programming_language,0.6261,0.5643,-0.0618,0.0618
artifact_julia,Julia,programming_language,0.6526,0.6429,-0.0098,0.0098
artifact_r,R,programming_language,0.7822,0.7857,0.0035,0.0035
artifact_matlab,MATLAB,programming_language,0.9457,0.9286,-0.0171,0.0171
artifact_mojo,Mojo,programming_language,0.8522,0.9786,0.1264,0.1264
artifact_carbon,Carbon,programming_language,0.6196,0.7429,0.1233,0.1233
artifact_zig,Zig,programming_language,0.7213,0.7786,0.0573,0.0573
artifact_nim,Nim,programming_language,0.6957,0.7214,0.0258,0.0258
artifact_crystal,Crystal,programming_language,0.7957,0.8457,0.0501,0.0501
artifact_elixir,Elixir,programming_language,0.7348,0.8286,0.0938,0.0938
artifact_erlang,Erlang,programming_language,0.7848,0.7786,-0.0062,0.0062
artifact_haskell,Haskell,programming_language,0.7652,0.7857,0.0205,0.0205
artifact_ocaml,OCaml,programming_language,0.9491,0.95,0.0009,0.0009
artifact_f,F#,programming_language,0.813,0.7857,-0.0273,0.0273
artifact_clojure,Clojure,programming_language,0.7557,0.8714,0.1158,0.1158
artifact_racket,Racket,programming_language,0.8478,0.8786,0.0307,0.0307
artifact_lua,Lua,programming_language,0.8217,0.9786,0.1568,0.1568
artifact_ruby,Ruby,programming_language,0.6691,0.8,0.1309,0.1309
artifact_php,PHP,programming_language,0.7217,0.6286,-0.0932,0.0932
artifact_dart,Dart,programming_language,0.787,0.8179,0.0309,0.0309
artifact_postgresql,PostgreSQL,database_or_data_system,0.6804,0.7036,0.0231,0.0231
artifact_mysql,MySQL,database_or_data_system,0.7491,0.8464,0.0973,0.0973
artifact_sqlite,SQLite,database_or_data_system,0.7087,0.75,0.0413,0.0413
artifact_oracle_database,Oracle Database,database_or_data_system,0.7,0.6786,-0.0214,0.0214
artifact_microsoft_sql_server,Microsoft SQL Server,database_or_data_system,0.6783,0.6607,-0.0175,0.0175
artifact_mongodb,MongoDB,database_or_data_system,0.7052,0.75,0.0448,0.0448
artifact_redis,Redis,database_or_data_system,0.8,0.7946,-0.0054,0.0054
artifact_cassandra,Cassandra,database_or_data_system,0.8787,0.8893,0.0106,0.0106
artifact_hbase,HBase,database_or_data_system,0.9043,0.9357,0.0314,0.0314
artifact_dynamodb,DynamoDB,database_or_data_system,0.7609,0.7786,0.0177,0.0177
artifact_cockroachdb,CockroachDB,database_or_data_system,0.8783,0.9071,0.0289,0.0289
artifact_tidb,TiDB,database_or_data_system,0.8435,0.9286,0.0851,0.0851
artifact_spanner,Spanner,database_or_data_system,0.887,1.0,0.113,0.113
artifact_foundationdb,FoundationDB,database_or_data_system,0.8383,0.92,0.0817,0.0817
artifact_snowflake,Snowflake,database_or_data_system,0.6809,0.5786,-0.1023,0.1023
artifact_bigquery,BigQuery,database_or_data_system,0.7043,0.775,0.0707,0.0707
artifact_redshift,Redshift,database_or_data_system,0.6674,0.6607,-0.0067,0.0067
artifact_databricks,Databricks,database_or_data_system,0.5213,0.5421,0.0208,0.0208
artifact_clickhouse,ClickHouse,database_or_data_system,0.8109,0.8429,0.032,0.032
artifact_duckdb,DuckDB,database_or_data_system,0.6817,0.6029,-0.0789,0.0789
artifact_arrow,Arrow,database_or_data_system,0.8667,0.9357,0.069,0.069
artifact_parquet,Parquet,database_or_data_system,0.8783,0.8643,-0.014,0.014
artifact_pinecone,Pinecone,database_or_data_system,0.75,0.7929,0.0429,0.0429
artifact_weaviate,Weaviate,database_or_data_system,0.7235,0.7643,0.0408,0.0408
artifact_milvus,Milvus,database_or_data_system,0.7457,0.8071,0.0615,0.0615
artifact_qdrant,Qdrant,database_or_data_system,0.7409,0.8679,0.127,0.127
artifact_chroma,Chroma,database_or_data_system,0.7078,0.8143,0.1065,0.1065
artifact_lancedb,LanceDB,database_or_data_system,0.763,0.7857,0.0227,0.0227
artifact_vespa,Vespa,database_or_data_system,0.787,0.8107,0.0238,0.0238
artifact_elasticsearch,Elasticsearch,database_or_data_system,0.7935,0.7857,-0.0078,0.0078
artifact_nvidia_h100,NVIDIA H100,ai_hardware,0.7578,0.8679,0.11,0.11
artifact_nvidia_a100,NVIDIA A100,ai_hardware,0.7096,0.875,0.1654,0.1654
artifact_nvidia_h200,NVIDIA H200,ai_hardware,0.727,0.6643,-0.0627,0.0627
artifact_nvidia_b200,NVIDIA B200,ai_hardware,0.64,0.8714,0.2314,0.2314
artifact_nvidia_gb200,NVIDIA GB200,ai_hardware,0.7104,0.8214,0.111,0.111
artifact_google_tpu,Google TPU,ai_hardware,0.75,0.725,-0.025,0.025
artifact_google_tpu_v4,Google TPU v4,ai_hardware,0.6257,0.7143,0.0886,0.0886
artifact_google_tpu_v5,Google TPU v5,ai_hardware,0.6783,0.5357,-0.1425,0.1425
artifact_aws_trainium,AWS Trainium,ai_hardware,0.7387,0.8357,0.097,0.097
artifact_aws_inferentia,AWS Inferentia,ai_hardware,0.7761,0.8714,0.0953,0.0953
artifact_amd_mi300,AMD MI300,ai_hardware,0.737,0.6929,-0.0441,0.0441
artifact_intel_gaudi,Intel Gaudi,ai_hardware,0.8543,0.9571,0.1028,0.1028
artifact_cerebras_cs_3,Cerebras CS-3,ai_hardware,0.8383,0.9357,0.0975,0.0975
artifact_groq_lpu,Groq LPU,ai_hardware,0.6022,0.5536,-0.0486,0.0486
artifact_etched_sohu,Etched Sohu,ai_hardware,0.5522,0.6429,0.0907,0.0907
artifact_tenstorrent_wormhole,Tenstorrent Wormhole,ai_hardware,0.6978,1.0,0.3022,0.3022
artifact_tesla_dojo,Tesla Dojo,ai_hardware,0.6978,0.8714,0.1736,0.1736
artifact_apple_m_series,Apple M-series,ai_hardware,0.7191,0.7214,0.0023,0.0023
artifact_apple_neural_engine,Apple Neural Engine,ai_hardware,0.6609,0.6379,-0.023,0.023
artifact_qualcomm_hexagon_dsp,Qualcomm Hexagon DSP,ai_hardware,0.5891,0.6857,0.0966,0.0966
artifact_openai,OpenAI,ai_startup_or_company,0.8304,0.9357,0.1053,0.1053
artifact_anthropic,Anthropic,ai_startup_or_company,0.8039,0.8229,0.0189,0.0189
artifact_google_deepmind,Google DeepMind,ai_startup_or_company,0.5261,0.4321,-0.0939,0.0939
artifact_meta_ai_research,Meta AI Research,ai_startup_or_company,0.6557,0.8071,0.1515,0.1515
artifact_xai,xAI,ai_startup_or_company,0.562,0.6393,0.0773,0.0773
artifact_mistral_ai,Mistral AI,ai_startup_or_company,0.8,0.9607,0.1607,0.1607
artifact_deepseek,DeepSeek,ai_startup_or_company,0.7,0.7893,0.0893,0.0893
artifact_moonshot_ai,Moonshot AI,ai_startup_or_company,0.6826,0.9064,0.2238,0.2238
artifact_zhipu_ai,Zhipu AI,ai_startup_or_company,0.9,0.9286,0.0286,0.0286
artifact_01_ai,01.AI,ai_startup_or_company,0.7461,0.8707,0.1246,0.1246
artifact_baichuan_ai,Baichuan AI,ai_startup_or_company,0.8039,0.9286,0.1247,0.1247
artifact_minimax,MiniMax,ai_startup_or_company,0.5696,0.7179,0.1483,0.1483
artifact_step,Step,ai_startup_or_company,0.4783,0.5,0.0217,0.0217
artifact_doubao,Doubao,ai_startup_or_company,0.3561,0.25,-0.1061,0.1061
artifact_pine_ai,Pine AI,ai_startup_or_company,0.2304,0.2,-0.0304,0.0304
artifact_cohere,Cohere,ai_startup_or_company,0.6915,0.8,0.1085,0.1085
artifact_together_ai,Together AI,ai_startup_or_company,0.6326,0.6786,0.046,0.046
artifact_fireworks_ai,Fireworks AI,ai_startup_or_company,0.463,0.4964,0.0334,0.0334
artifact_anyscale,Anyscale,ai_startup_or_company,0.7522,0.8357,0.0835,0.0835
artifact_replicate,Replicate,ai_startup_or_company,0.5152,0.5929,0.0776,0.0776
artifact_modal,Modal,ai_startup_or_company,0.5609,0.5143,-0.0466,0.0466
artifact_hugging_face,Hugging Face,ai_startup_or_company,0.4978,0.5,0.0022,0.0022
artifact_langchain_company,LangChain (company),ai_startup_or_company,0.5909,0.7114,0.1206,0.1206
artifact_llamaindex_company,LlamaIndex (company),ai_startup_or_company,0.5891,0.6321,0.043,0.043
artifact_sierra,Sierra,ai_startup_or_company,0.7261,0.7571,0.0311,0.0311
artifact_adept,Adept,ai_startup_or_company,0.8543,0.9357,0.0814,0.0814
artifact_inflection_ai,Inflection AI,ai_startup_or_company,0.7043,0.8943,0.1899,0.1899
artifact_character_ai,Character.AI,ai_startup_or_company,0.5326,0.6214,0.0888,0.0888
artifact_glean,Glean,ai_startup_or_company,0.6348,0.8054,0.1706,0.1706
artifact_perplexity_ai_company,Perplexity AI (company),ai_startup_or_company,0.7109,0.8821,0.1713,0.1713
artifact_anysphere,Anysphere,ai_startup_or_company,0.6717,0.8571,0.1854,0.1854
artifact_magic_ai,Magic AI,ai_startup_or_company,0.6348,0.4679,-0.1669,0.1669
artifact_eureka_labs,Eureka Labs,ai_startup_or_company,0.5239,0.6714,0.1475,0.1475
artifact_thinking_machines_lab,Thinking Machines Lab,ai_startup_or_company,0.2317,0.2071,-0.0246,0.0246
artifact_safe_superintelligence_inc_,Safe Superintelligence Inc.,ai_startup_or_company,0.6696,0.7143,0.0447,0.0447
artifact_suno,Suno,ai_startup_or_company,0.7565,0.9286,0.172,0.172
artifact_runway,Runway,ai_startup_or_company,0.6865,0.755,0.0685,0.0685
artifact_pika,Pika,ai_startup_or_company,0.5178,0.7857,0.2679,0.2679
artifact_luma_ai,Luma AI,ai_startup_or_company,0.7826,0.8214,0.0388,0.0388
artifact_elevenlabs,ElevenLabs,ai_startup_or_company,0.6287,0.6286,-0.0001,0.0001
artifact_speak,Speak,ai_startup_or_company,0.5087,0.6607,0.152,0.152
artifact_granola_company,Granola (company),ai_startup_or_company,0.65,0.6964,0.0464,0.0464
artifact_replit_company,Replit (company),ai_startup_or_company,0.7152,0.7679,0.0526,0.0526
artifact_vercel,Vercel,ai_startup_or_company,0.6235,0.6786,0.0551,0.0551
artifact_manus,Manus,ai_startup_or_company,0.3152,0.2643,-0.0509,0.0509
artifact_genspark,GenSpark,ai_startup_or_company,0.4022,0.4821,0.08,0.08
artifact_rabbit,Rabbit,ai_startup_or_company,0.6174,0.7571,0.1398,0.1398
artifact_humane,Humane,ai_startup_or_company,0.7739,0.9429,0.1689,0.1689
artifact_mistral_ai_company,Mistral AI (company),ai_startup_or_company,0.8765,0.9714,0.0949,0.0949
artifact_stability_ai,Stability AI,ai_startup_or_company,0.8287,0.8357,0.007,0.007
artifact_midjourney,Midjourney,ai_startup_or_company,0.6035,0.6786,0.0751,0.0751
artifact_turing_award,Turing Award,award,0.6896,0.6921,0.0026,0.0026
artifact_fields_medal,Fields Medal,award,0.9087,0.9607,0.052,0.052
artifact_abel_prize,Abel Prize,award,0.9261,0.9857,0.0596,0.0596
artifact_nobel_prize_in_physics,Nobel Prize in Physics,award,0.5339,0.5979,0.0639,0.0639
artifact_nobel_prize_in_chemistry,Nobel Prize in Chemistry,award,0.557,0.6357,0.0788,0.0788
artifact_gdel_prize,Gödel Prize,award,0.8826,0.8564,-0.0262,0.0262
artifact_acm_prize_in_computing,ACM Prize in Computing,award,0.7065,0.6429,-0.0637,0.0637
artifact_ijcai_computers_and_thought_award,IJCAI Computers and Thought Award,award,0.8146,0.8179,0.0033,0.0033
artifact_macarthur_fellowship,MacArthur Fellowship,award,0.75,0.6893,-0.0607,0.0607
artifact_ieee_medal_of_honor,IEEE Medal of Honor,award,0.7957,0.8071,0.0115,0.0115
artifact_knuth_prize,Knuth Prize,award,0.7952,0.8714,0.0762,0.0762
artifact_dijkstra_prize,Dijkstra Prize,award,0.8687,0.9286,0.0599,0.0599
artifact_acm_software_system_award,ACM Software System Award,award,0.7787,0.8271,0.0484,0.0484
artifact_marconi_prize,Marconi Prize,award,0.6639,0.6357,-0.0282,0.0282
artifact_test_of_time_award,Test of Time Award,award,0.8,0.8179,0.0179,0.0179
artifact_support_vector_machines_paper,Support Vector Machines paper,research_paper,0.6867,0.7179,0.0311,0.0311
artifact_random_forests_paper,Random Forests paper,research_paper,0.667,0.6693,0.0023,0.0023
artifact_adaboost_paper,AdaBoost paper,research_paper,0.7211,0.7679,0.0468,0.0468
artifact_k_means_paper,k-means paper,research_paper,0.5826,0.5679,-0.0148,0.0148
artifact_em_algorithm_paper,EM algorithm paper,research_paper,0.71,0.7321,0.0221,0.0221
artifact_hits_algorithm_paper,HITS algorithm paper,research_paper,0.6835,0.7536,0.0701,0.0701
artifact_naive_bayes_classifier,Naive Bayes classifier,research_paper,0.4261,0.45,0.0239,0.0239
