entity_id,entity_name,cohort,western_mean,chinese_mean,delta_chinese_minus_western,abs_delta
csrankings_min_xu_0009,Min Xu 0009,cs_faculty,0.3126,0.1893,-0.1233,0.1233
csrankings_jennifer_mankoff,Jennifer Mankoff,cs_faculty,0.6491,0.7186,0.0694,0.0694
csrankings_chris_thachuk,Chris Thachuk,cs_faculty,0.2987,0.4479,0.1491,0.1491
csrankings_nikola_banovic_0001,Nikola Banovic 0001,cs_faculty,0.4113,0.385,-0.0263,0.0263
csrankings_helen_nissenbaum_tech,Helen Nissenbaum [Tech],cs_faculty,0.6278,0.6929,0.065,0.065
csrankings_christopher_batten,Christopher Batten,cs_faculty,0.5226,0.65,0.1274,0.1274
csrankings_christopher_piech,Christopher Piech,cs_faculty,0.5789,0.63,0.0511,0.0511
csrankings_scott_e__hudson,Scott E. Hudson,cs_faculty,0.583,0.5514,-0.0316,0.0316
csrankings_simon_peter_0001,Simon Peter 0001,cs_faculty,0.2478,0.2378,-0.01,0.01
csrankings_amy_xian_zhang,Amy Xian Zhang,cs_faculty,0.4404,0.3971,-0.0433,0.0433
csrankings_kyra_gan_tech,Kyra Gan [Tech],cs_faculty,0.1709,0.1357,-0.0352,0.0352
csrankings_martin_strauss_0001,Martin Strauss 0001,cs_faculty,0.3278,0.4614,0.1336,0.1336
csrankings_ameet_talwalkar,Ameet Talwalkar,cs_faculty,0.5478,0.5986,0.0507,0.0507
csrankings_michael_i__shamos,Michael I. Shamos,cs_faculty,0.5504,0.6202,0.0698,0.0698
csrankings_david_lindlbauer,David Lindlbauer,cs_faculty,0.4722,0.5136,0.0414,0.0414
csrankings_carla_gomes_0001,Carla Gomes 0001,cs_faculty,0.4935,0.5586,0.0651,0.0651
csrankings_tom_michael_mitchell,Tom Michael Mitchell,cs_faculty,0.56,0.6314,0.0714,0.0714
csrankings_wyatt_lloyd,Wyatt Lloyd,cs_faculty,0.4578,0.4221,-0.0357,0.0357
csrankings_srinivasa_g__narasimhan,Srinivasa G. Narasimhan,cs_faculty,0.5509,0.5914,0.0406,0.0406
csrankings_gokul_subramanian_ravi,Gokul Subramanian Ravi,cs_faculty,0.3043,0.2286,-0.0758,0.0758
csrankings_ragunathan_raj_rajkumar,Ragunathan Raj Rajkumar,cs_faculty,0.6352,0.5564,-0.0788,0.0788
csrankings_jiajun_wu_0001,Jiajun Wu 0001,cs_faculty,0.4187,0.4536,0.0349,0.0349
csrankings_shwetak_patel,Shwetak Patel,cs_faculty,0.6274,0.75,0.1226,0.1226
csrankings_oussama_khatib,Oussama Khatib,cs_faculty,0.5733,0.5857,0.0125,0.0125
csrankings_mendel_rosenblum,Mendel Rosenblum,cs_faculty,0.5226,0.7029,0.1802,0.1802
csrankings_marijn_heule,Marijn Heule,cs_faculty,0.6452,0.6929,0.0476,0.0476
csrankings_adrian_sampson,Adrian Sampson,cs_faculty,0.5613,0.5811,0.0198,0.0198
csrankings_jonathan_aldrich,Jonathan Aldrich,cs_faculty,0.6,0.6629,0.0629,0.0629
csrankings_mona_t__diab,Mona T. Diab,cs_faculty,0.5178,0.4043,-0.1135,0.1135
csrankings_david_brumley,David Brumley,cs_faculty,0.533,0.685,0.152,0.152
csrankings_zico_kolter,Zico Kolter,cs_faculty,0.5317,0.5329,0.0011,0.0011
csrankings_guy_e__blelloch,Guy E. Blelloch,cs_faculty,0.6635,0.5857,-0.0778,0.0778
csrankings_kirstin_h__petersen,Kirstin H. Petersen,cs_faculty,0.503,0.525,0.022,0.022
csrankings_stefano_ermon,Stefano Ermon,cs_faculty,0.6004,0.6407,0.0403,0.0403
csrankings_robert_e__tarjan,Robert E. Tarjan,cs_faculty,0.5374,0.5971,0.0598,0.0598
csrankings_vitaly_shmatikov_tech,Vitaly Shmatikov [Tech],cs_faculty,0.64,0.5571,-0.0829,0.0829
csrankings_amy_j__ko,Amy J. Ko,cs_faculty,0.5648,0.6046,0.0399,0.0399
csrankings_john_williamson_0001,John Williamson 0001,cs_faculty,0.3122,0.45,0.1378,0.1378
csrankings_sweta_mishra,Sweta Mishra,cs_faculty,0.3287,0.2786,-0.0501,0.0501
csrankings_steven_l__salzberg,Steven L. Salzberg,cs_faculty,0.6165,0.7479,0.1313,0.1313
csrankings_chris_thomas_0004,Chris Thomas 0004,cs_faculty,0.212,0.0143,-0.1977,0.1977
csrankings_gil_cohen,Gil Cohen,cs_faculty,0.5117,0.5557,0.044,0.044
csrankings_luis_cruz_0002,Luis Cruz 0002,cs_faculty,0.3287,0.2571,-0.0716,0.0716
csrankings_abraham_matta,Abraham Matta,cs_faculty,0.4472,0.3586,-0.0886,0.0886
csrankings_hongsheng_li_0001,Hongsheng Li 0001,cs_faculty,0.4457,0.4621,0.0165,0.0165
csrankings_daniel_rakita,Daniel Rakita,cs_faculty,0.3691,0.3286,-0.0406,0.0406
csrankings_jin_xu_0002,Jin Xu 0002,cs_faculty,0.2083,0.2464,0.0382,0.0382
csrankings_sandip_das_0001,Sandip Das 0001,cs_faculty,0.3843,0.3521,-0.0322,0.0322
csrankings_dongpeng_xu_0001,Dongpeng Xu 0001,cs_faculty,0.3204,0.2093,-0.1111,0.1111
csrankings_scott_t__leutenegger,Scott T. Leutenegger,cs_faculty,0.4374,0.5357,0.0983,0.0983
csrankings_sarah_strohkorb_sebo,Sarah Strohkorb Sebo,cs_faculty,0.5183,0.5379,0.0196,0.0196
csrankings_wee_sun_lee,Wee Sun Lee,cs_faculty,0.5496,0.6,0.0504,0.0504
csrankings_kate_larson,Kate Larson,cs_faculty,0.4477,0.54,0.0923,0.0923
csrankings_lorenzo_cavallaro,Lorenzo Cavallaro,cs_faculty,0.533,0.6314,0.0984,0.0984
csrankings_kris_bubendorfer,Kris Bubendorfer,cs_faculty,0.4148,0.4557,0.0409,0.0409
csrankings_bertil_schmidt,Bertil Schmidt,cs_faculty,0.5109,0.55,0.0391,0.0391
csrankings_evangelos_kranakis,Evangelos Kranakis,cs_faculty,0.5326,0.6207,0.0881,0.0881
csrankings_christopher_j__maclellan,Christopher J. MacLellan,cs_faculty,0.3852,0.46,0.0748,0.0748
csrankings_guanliang_chen,Guanliang Chen,cs_faculty,0.3639,0.45,0.0861,0.0861
csrankings_neville_i__churcher,Neville I. Churcher,cs_faculty,0.3591,0.4857,0.1266,0.1266
csrankings_niclas_boehmer,Niclas Boehmer,cs_faculty,0.3533,0.5286,0.1753,0.1753
csrankings_zhigang_hu,Zhigang Hu,cs_faculty,0.4017,0.3179,-0.0839,0.0839
csrankings_rajshekar_kalayappan,Rajshekar Kalayappan,cs_faculty,0.237,0.05,-0.187,0.187
csrankings_ping_sun,Ping Sun,cs_faculty,0.2787,0.1857,-0.093,0.093
csrankings_jiyao_an,Jiyao An,cs_faculty,0.3178,0.0857,-0.2321,0.2321
csrankings_teresa_a__dahlberg,Teresa A. Dahlberg,cs_faculty,0.3761,0.3968,0.0207,0.0207
csrankings_zheng_jun_zha,Zheng-Jun Zha,cs_faculty,0.4174,0.5107,0.0933,0.0933
csrankings_maria_kyropoulou,Maria Kyropoulou,cs_faculty,0.3761,0.4643,0.0882,0.0882
csrankings_mingxing_xu,Mingxing Xu,cs_faculty,0.3648,0.2657,-0.0991,0.0991
csrankings_yair_carmon,Yair Carmon,cs_faculty,0.4274,0.4164,-0.011,0.011
csrankings_albert_sunny,Albert Sunny,cs_faculty,0.2443,0.285,0.0407,0.0407
csrankings_santosh_biswas,Santosh Biswas,cs_faculty,0.2804,0.2364,-0.044,0.044
csrankings_mohsen_ghaffari_0001,Mohsen Ghaffari 0001,cs_faculty,0.4474,0.4786,0.0312,0.0312
csrankings_david_hogg_0001,David Hogg 0001,cs_faculty,0.4187,0.2321,-0.1866,0.1866
csrankings_alexander_medvedev,Alexander Medvedev,cs_faculty,0.3426,0.3321,-0.0105,0.0105
csrankings_dino_mandrioli,Dino Mandrioli,cs_faculty,0.5896,0.4821,-0.1074,0.1074
csrankings_sagie_benaim,Sagie Benaim,cs_faculty,0.3961,0.3664,-0.0297,0.0297
csrankings_xinming_ou,Xinming Ou,cs_faculty,0.4987,0.5286,0.0299,0.0299
csrankings_xiaohua_jia,Xiaohua Jia,cs_faculty,0.5377,0.5571,0.0194,0.0194
csrankings_giuseppe_a__di_lucca,Giuseppe A. Di Lucca,cs_faculty,0.4561,0.4321,-0.0239,0.0239
csrankings_bernhard_schmitzer,Bernhard Schmitzer,cs_faculty,0.3526,0.4893,0.1367,0.1367
csrankings_chrysa_papagianni,Chrysa Papagianni,cs_faculty,0.3261,0.2943,-0.0318,0.0318
csrankings_bei_hui,Bei Hui,cs_faculty,0.2452,0.1,-0.1452,0.1452
csrankings_nancy_hitschfeld,Nancy Hitschfeld,cs_faculty,0.4207,0.4486,0.0278,0.0278
csrankings_sam_tobin_hochstadt,Sam Tobin-Hochstadt,cs_faculty,0.5032,0.6457,0.1425,0.1425
csrankings_gangshan_wu,Gangshan Wu,cs_faculty,0.4278,0.2679,-0.16,0.16
csrankings_h__andrs_neyem,H. Andrés Neyem,cs_faculty,0.4204,0.225,-0.1954,0.1954
csrankings_estrid_he,Estrid He,cs_faculty,0.1635,0.1964,0.033,0.033
csrankings_stephen_gould,Stephen Gould,cs_faculty,0.4086,0.4671,0.0585,0.0585
csrankings_mark_yim,Mark Yim,cs_faculty,0.55,0.5843,0.0343,0.0343
csrankings_chris_heunen,Chris Heunen,cs_faculty,0.557,0.6714,0.1145,0.1145
csrankings_bangalore_s__manjunath,Bangalore S. Manjunath,cs_faculty,0.4839,0.6086,0.1247,0.1247
csrankings_shijia_pan,Shijia Pan,cs_faculty,0.3878,0.4393,0.0515,0.0515
csrankings_karel_pala,Karel Pala,cs_faculty,0.4352,0.4643,0.0291,0.0291
csrankings_thomas_blsius,Thomas Bläsius,cs_faculty,0.4509,0.55,0.0991,0.0991
csrankings_georgios_papaioannou,Georgios Papaioannou,cs_faculty,0.3609,0.3111,-0.0498,0.0498
csrankings_yongqiang_tian_0001,Yongqiang Tian 0001,cs_faculty,0.2839,0.255,-0.0289,0.0289
csrankings_dan_mcquillan,Dan McQuillan,cs_faculty,0.577,0.5764,-0.0005,0.0005
csrankings_fangfang_zhou,Fangfang Zhou,cs_faculty,0.3426,0.2464,-0.0962,0.0962
csrankings_grace_w__rumantir,Grace W. Rumantir,cs_faculty,0.3343,0.2193,-0.1151,0.1151
csrankings_sarmistha_neogy,Sarmistha Neogy,cs_faculty,0.3239,0.1571,-0.1668,0.1668
csrankings_fabio_ciravegna,Fabio Ciravegna,cs_faculty,0.5474,0.6,0.0526,0.0526
csrankings_yiming_qian,Yiming Qian,cs_faculty,0.1743,0.155,-0.0193,0.0193
csrankings_dov_dori,Dov Dori,cs_faculty,0.5522,0.6071,0.055,0.055
csrankings_ioannis_georgiou_katakis,Ioannis Georgiou Katakis,cs_faculty,0.4909,0.2314,-0.2594,0.2594
csrankings_sebastian_risi,Sebastian Risi,cs_faculty,0.557,0.6429,0.0859,0.0859
csrankings_lesia_semenova,Lesia Semenova,cs_faculty,0.1993,0.0371,-0.1622,0.1622
csrankings_amir_aminifar,Amir Aminifar,cs_faculty,0.3933,0.44,0.0467,0.0467
csrankings_wanlei_zhou_0001,Wanlei Zhou 0001,cs_faculty,0.3604,0.3014,-0.059,0.059
csrankings_leonid_reyzin,Leonid Reyzin,cs_faculty,0.5209,0.7857,0.2648,0.2648
csrankings_edson_cceres,Edson Cáceres,cs_faculty,0.3383,0.2643,-0.074,0.074
csrankings_sergio_salinas_0001,Sergio Salinas 0001,cs_faculty,0.2761,0.2429,-0.0332,0.0332
csrankings_jilin_hu,Jilin Hu,cs_faculty,0.24,0.0929,-0.1471,0.1471
csrankings_yuan_yao_0001,Yuan Yao 0001,cs_faculty,0.2535,0.205,-0.0485,0.0485
csrankings_simon_gay,Simon Gay,cs_faculty,0.5635,0.6,0.0365,0.0365
csrankings_farzan_farnia,Farzan Farnia,cs_faculty,0.3457,0.3786,0.0329,0.0329
csrankings_unaizah_hanum_binti_obaidellah,Unaizah Hanum Binti Obaidellah,cs_faculty,0.2643,0.1607,-0.1036,0.1036
csrankings_jos_rodrigo_azambuja,José Rodrigo Azambuja,cs_faculty,0.3891,0.1314,-0.2577,0.2577
csrankings_emmanuel_agu,Emmanuel Agu,cs_faculty,0.4761,0.5514,0.0753,0.0753
csrankings_delphine_christin,Delphine Christin,cs_faculty,0.3687,0.1757,-0.193,0.193
csrankings_patrick_traynor,Patrick Traynor,cs_faculty,0.5796,0.5607,-0.0189,0.0189
csrankings_uwe_m__borghoff,Uwe M. Borghoff,cs_faculty,0.5739,0.6136,0.0397,0.0397
csrankings_eran_yahav,Eran Yahav,cs_faculty,0.573,0.6286,0.0555,0.0555
csrankings_mohammed_safayet_arefin,Mohammed Safayet Arefin,cs_faculty,0.1804,0.1071,-0.0733,0.0733
csrankings_pavlos_g__spirakis,Pavlos G. Spirakis,cs_faculty,0.5378,0.6332,0.0954,0.0954
csrankings_paulo_lcio_de_geus,Paulo Lício de Geus,cs_faculty,0.4174,0.3864,-0.031,0.031
csrankings_faraz_hasan,Faraz Hasan,cs_faculty,0.3717,0.305,-0.0667,0.0667
csrankings_maristella_matera,Maristella Matera,cs_faculty,0.4739,0.4643,-0.0096,0.0096
csrankings_jeff_clune,Jeff Clune,cs_faculty,0.6017,0.6257,0.024,0.024
csrankings_frank_kster,Frank Köster,cs_faculty,0.3465,0.4093,0.0628,0.0628
csrankings_yanfeng_zhang_0001,Yanfeng Zhang 0001,cs_faculty,0.3552,0.3679,0.0126,0.0126
csrankings_daniel_strber_0001,Daniel Strüber 0001,cs_faculty,0.3648,0.5429,0.1781,0.1781
csrankings_k__raghurama_holla,K. Raghurama Holla,cs_faculty,0.3513,0.2,-0.1513,0.1513
csrankings_b__b__amberker,B. B. Amberker,cs_faculty,0.2752,0.31,0.0348,0.0348
csrankings_venkata_prashant_modekurthy,Venkata Prashant Modekurthy,cs_faculty,0.23,0.1986,-0.0314,0.0314
csrankings_benjamin_m__marlin,Benjamin M. Marlin,cs_faculty,0.4704,0.5336,0.0631,0.0631
csrankings_ruihua_song,Ruihua Song,cs_faculty,0.503,0.5286,0.0255,0.0255
csrankings_yvonne_coady,Yvonne Coady,cs_faculty,0.5135,0.5307,0.0172,0.0172
csrankings_jorge_fandinno,Jorge Fandinno,cs_faculty,0.3835,0.3807,-0.0028,0.0028
csrankings_j__v__wijayakulasooriya,J. V. Wijayakulasooriya,cs_faculty,0.253,0.2107,-0.0423,0.0423
csrankings_jianxin_wu_0001,Jianxin Wu 0001,cs_faculty,0.4083,0.4536,0.0453,0.0453
csrankings_patrick_l__olivier,Patrick L. Olivier,cs_faculty,0.4104,0.3214,-0.089,0.089
csrankings_jugal_kalita,Jugal Kalita,cs_faculty,0.497,0.4857,-0.0112,0.0112
csrankings_xiaogang_zhu_0001,Xiaogang Zhu 0001,cs_faculty,0.2674,0.3,0.0326,0.0326
csrankings_anup_bhattacharya,Anup Bhattacharya,cs_faculty,0.2969,0.3143,0.0174,0.0174
csrankings_pierre_yves_lajoie,Pierre-Yves Lajoie,cs_faculty,0.4312,0.3471,-0.0841,0.0841
csrankings_yossi_arjevani,Yossi Arjevani,cs_faculty,0.4722,0.4757,0.0035,0.0035
csrankings_atau_tanaka,Atau Tanaka,cs_faculty,0.3678,0.5279,0.16,0.16
csrankings_petr_tuma_0001,Petr Tuma 0001,cs_faculty,0.3578,0.365,0.0072,0.0072
csrankings_siyu_tang_0001,Siyu Tang 0001,cs_faculty,0.437,0.3893,-0.0477,0.0477
csrankings_david_j__crandall,David J. Crandall,cs_faculty,0.56,0.5836,0.0236,0.0236
csrankings_mahmoud_r__el_sakka,Mahmoud R. El-Sakka,cs_faculty,0.4304,0.4143,-0.0161,0.0161
csrankings_frederico_arajo_duro,Frederico Araújo Durão,cs_faculty,0.3057,0.3179,0.0122,0.0122
csrankings_seungjun_kim,Seungjun Kim,cs_faculty,0.2987,0.2429,-0.0558,0.0558
csrankings_anand_bhattad,Anand Bhattad,cs_faculty,0.2078,0.1686,-0.0393,0.0393
csrankings_alberto_rodrigues_da_silva,Alberto Rodrigues da Silva,cs_faculty,0.3937,0.4571,0.0634,0.0634
csrankings_einar_j__holsb,Einar J. Holsbø,cs_faculty,0.3091,0.2136,-0.0956,0.0956
csrankings_mark_hepple,Mark Hepple,cs_faculty,0.4443,0.4643,0.0199,0.0199
csrankings_mahsa_salehi,Mahsa Salehi,cs_faculty,0.3809,0.2414,-0.1394,0.1394
csrankings_yi_ming_li,Yi-Ming Li,cs_faculty,0.1783,0.1114,-0.0668,0.0668
csrankings_geir_e__dullerud,Geir E. Dullerud,cs_faculty,0.5309,0.7043,0.1734,0.1734
csrankings_radha_jagadeesan,Radha Jagadeesan,cs_faculty,0.4739,0.3929,-0.0811,0.0811
csrankings_john_edwards_0002,John Edwards 0002,cs_faculty,0.2317,0.1071,-0.1246,0.1246
csrankings_david_garca_0001,David García 0001,cs_faculty,0.3361,0.3,-0.0361,0.0361
csrankings_vernon_k__cody_bumgardner,Vernon K. Cody Bumgardner,cs_faculty,0.2965,0.125,-0.1715,0.1715
csrankings_eugenia_ha_rim_rho,Eugenia Ha Rim Rho,cs_faculty,0.3796,0.36,-0.0196,0.0196
csrankings_helena_galhardas,Helena Galhardas,cs_faculty,0.5209,0.51,-0.0109,0.0109
csrankings_abhishek_sinha,Abhishek Sinha,cs_faculty,0.307,0.4286,0.1216,0.1216
csrankings_ioannis_tselekounis,Ioannis Tselekounis,cs_faculty,0.3278,0.1571,-0.1707,0.1707
csrankings_david_budgen,David Budgen,cs_faculty,0.4785,0.6943,0.2158,0.2158
csrankings_aljosa_smolic,Aljosa Smolic,cs_faculty,0.5187,0.6107,0.092,0.092
csrankings_tinoosh_mohsenin,Tinoosh Mohsenin,cs_faculty,0.46,0.3429,-0.1171,0.1171
csrankings_andrei_sabelfeld,Andrei Sabelfeld,cs_faculty,0.5974,0.6179,0.0205,0.0205
csrankings_hung_min_sun,Hung Min Sun,cs_faculty,0.3852,0.3286,-0.0566,0.0566
csrankings_hojin_jang,Hojin Jang,cs_faculty,0.3128,0.1214,-0.1914,0.1914
csrankings_bill_punch_0001,Bill Punch 0001,cs_faculty,0.4078,0.33,-0.0778,0.0778
csrankings_m__ani_hsieh,M. Ani Hsieh,cs_faculty,0.517,0.3743,-0.1427,0.1427
csrankings_demetrios_g__sampson,Demetrios G. Sampson,cs_faculty,0.5435,0.6093,0.0658,0.0658
csrankings_yuchen_zhong,Yuchen Zhong,cs_faculty,0.2435,0.2143,-0.0292,0.0292
csrankings_james_f__allen,James F. Allen,cs_faculty,0.6046,0.6121,0.0076,0.0076
csrankings_kevin_r__b__butler,Kevin R. B. Butler,cs_faculty,0.5378,0.4886,-0.0493,0.0493
csrankings_carl_f__disalvo,Carl F. DiSalvo,cs_faculty,0.6322,0.6893,0.0571,0.0571
csrankings_frank_a__drews,Frank A. Drews,cs_faculty,0.2657,0.2071,-0.0585,0.0585
csrankings_ye_yuan_0010,Ye Yuan 0010,cs_faculty,0.2435,0.0714,-0.172,0.172
csrankings_hongzhi_wang_0001,Hongzhi Wang 0001,cs_faculty,0.4728,0.3607,-0.1121,0.1121
csrankings_pascal_hitzler,Pascal Hitzler,cs_faculty,0.6296,0.6743,0.0447,0.0447
csrankings_yaxiong_xie,Yaxiong Xie,cs_faculty,0.2874,0.2736,-0.0138,0.0138
csrankings_jie_xu_0002,Jie Xu 0002,cs_faculty,0.3278,0.3271,-0.0007,0.0007
csrankings_antnio_rito_silva,António Rito Silva,cs_faculty,0.4535,0.4236,-0.0299,0.0299
csrankings_iordanis_kavathatzopoulos,Iordanis Kavathatzopoulos,cs_faculty,0.3526,0.2786,-0.074,0.074
csrankings_evangeline_f__y__young,Evangeline F. Y. Young,cs_faculty,0.5004,0.395,-0.1054,0.1054
csrankings_debin_zhao,Debin Zhao,cs_faculty,0.4687,0.345,-0.1237,0.1237
csrankings_victor_sanchez,Victor Sanchez,cs_faculty,0.3391,0.2929,-0.0463,0.0463
csrankings_eric_s__k__yu,Eric S. K. Yu,cs_faculty,0.5022,0.5793,0.0771,0.0771
csrankings_sean_warnick,Sean Warnick,cs_faculty,0.493,0.4014,-0.0916,0.0916
csrankings_han_liu_0002,Han Liu 0002,cs_faculty,0.2048,0.305,0.1002,0.1002
csrankings_john_sheppard_0001,John Sheppard 0001,cs_faculty,0.3413,0.1857,-0.1556,0.1556
csrankings_kos_ldeczi,Ákos Lédeczi,cs_faculty,0.5165,0.5968,0.0803,0.0803
csrankings_xiaojian_liao,Xiaojian Liao,cs_faculty,0.2952,0.1071,-0.1881,0.1881
csrankings_m__reha_civanlar,M. Reha Civanlar,cs_faculty,0.4761,0.5036,0.0275,0.0275
csrankings_davood_rafiei,Davood Rafiei,cs_faculty,0.4183,0.5043,0.086,0.086
csrankings_elizabeth_cherry,Elizabeth Cherry,cs_faculty,0.2796,0.1571,-0.1224,0.1224
csrankings_mohamed_sharaf_aun,Mohamed Sharaf Aun,cs_faculty,0.213,0.1071,-0.1059,0.1059
csrankings_dan_roth_0001,Dan Roth 0001,cs_faculty,0.45,0.4836,0.0336,0.0336
csrankings_sayan_sarcar,Sayan Sarcar,cs_faculty,0.4139,0.2679,-0.1461,0.1461
csrankings_charalampos_papamanthou,Charalampos Papamanthou,cs_faculty,0.4989,0.6357,0.1368,0.1368
csrankings_theodore_p__pavlic,Theodore P. Pavlic,cs_faculty,0.4748,0.4514,-0.0234,0.0234
csrankings_yu_han_luo,Yu-Han Luo,cs_faculty,0.2739,0.1179,-0.1561,0.1561
csrankings_dantong_ouyang,Dantong Ouyang,cs_faculty,0.3713,0.35,-0.0213,0.0213
csrankings_chenxi_zhang,Chenxi Zhang,cs_faculty,0.2957,0.1982,-0.0974,0.0974
csrankings_rafael_santos_coelho,Rafael Santos Coelho,cs_faculty,0.1848,0.1036,-0.0812,0.0812
csrankings_hansenclever_de_f__bassani,Hansenclever de F. Bassani,cs_faculty,0.227,0.1839,-0.043,0.043
csrankings_konstantinos_krampis,Konstantinos Krampis,cs_faculty,0.4648,0.4193,-0.0455,0.0455
csrankings_amir_houmansadr,Amir Houmansadr,cs_faculty,0.5604,0.7079,0.1474,0.1474
csrankings_robin_d__dowell,Robin D. Dowell,cs_faculty,0.43,0.4743,0.0443,0.0443
csrankings_christian_dietrich_0001,Christian Dietrich 0001,cs_faculty,0.3417,0.3821,0.0404,0.0404
csrankings_rahul_muthu,Rahul Muthu,cs_faculty,0.1852,0.2,0.0148,0.0148
csrankings_daniele_d__giusto,Daniele D. Giusto,cs_faculty,0.3948,0.395,0.0002,0.0002
csrankings_najim_dehak,Najim Dehak,cs_faculty,0.6057,0.4207,-0.1849,0.1849
csrankings_susanne_bdker,Susanne Bødker,cs_faculty,0.7035,0.6929,-0.0106,0.0106
csrankings_andrea_francesco_abate,Andrea Francesco Abate,cs_faculty,0.3709,0.2357,-0.1352,0.1352
csrankings_zeyun_yu,Zeyun Yu,cs_faculty,0.443,0.5357,0.0927,0.0927
csrankings_carl_disalvo,Carl DiSalvo,cs_faculty,0.5739,0.645,0.0711,0.0711
csrankings_paolo_rapisarda,Paolo Rapisarda,cs_faculty,0.4661,0.5571,0.0911,0.0911
csrankings_rosana_t__vaccare_braga,Rosana T. Vaccare Braga,cs_faculty,0.457,0.3871,-0.0698,0.0698
csrankings_angjoo_kanazawa,Angjoo Kanazawa,cs_faculty,0.4626,0.5929,0.1302,0.1302
csrankings_tony_sloane,Tony Sloane,cs_faculty,0.3878,0.4721,0.0843,0.0843
csrankings_jeroen_klein_brinke,Jeroen Klein Brinke,cs_faculty,0.2178,0.15,-0.0678,0.0678
csrankings_sukyoung_lee,SuKyoung Lee,cs_faculty,0.3426,0.3957,0.0531,0.0531
csrankings_brais_cancela,Brais Cancela,cs_faculty,0.277,0.3086,0.0316,0.0316
csrankings_xiaohong_w__gao,Xiaohong W. Gao,cs_faculty,0.3926,0.3393,-0.0533,0.0533
csrankings_hu_ding,Hu Ding,cs_faculty,0.4,0.3843,-0.0157,0.0157
csrankings_dustin_brandon_wright,Dustin Brandon Wright,cs_faculty,0.2043,0.0936,-0.1108,0.1108
csrankings_coskun_bayrak,Coskun Bayrak,cs_faculty,0.4752,0.4607,-0.0145,0.0145
csrankings_jacques_pasquier_rocha,Jacques Pasquier-Rocha,cs_faculty,0.2539,0.2107,-0.0432,0.0432
csrankings_liangming_pan,Liangming Pan,cs_faculty,0.2778,0.2557,-0.0221,0.0221
csrankings_christian_brodbeck,Christian Brodbeck,cs_faculty,0.2474,0.1671,-0.0802,0.0802
csrankings_uri_j__wilensky,Uri J. Wilensky,cs_faculty,0.6257,0.6936,0.0679,0.0679
csrankings_sushil_k__prasad,Sushil K. Prasad,cs_faculty,0.427,0.3736,-0.0534,0.0534
csrankings_seung_jun_kim_0002,Seung-Jun Kim 0002,cs_faculty,0.3561,0.2143,-0.1418,0.1418
csrankings_nisansa_de_silva,Nisansa de Silva,cs_faculty,0.3987,0.3643,-0.0344,0.0344
csrankings_dongyoon_lee,Dongyoon Lee,cs_faculty,0.4939,0.4836,-0.0103,0.0103
csrankings_fuxin_li,Fuxin Li,cs_faculty,0.4652,0.4007,-0.0645,0.0645
csrankings_roy_p__pargas,Roy P. Pargas,cs_faculty,0.4339,0.3779,-0.0561,0.0561
csrankings_jian_huang_0006,Jian Huang 0006,cs_faculty,0.3522,0.2479,-0.1043,0.1043
csrankings_juho_lee_0001,Juho Lee 0001,cs_faculty,0.353,0.2843,-0.0688,0.0688
csrankings_pedro_moreno_sanchez,Pedro Moreno-Sanchez,cs_faculty,0.4864,0.57,0.0836,0.0836
csrankings_marco_wiering,Marco Wiering,cs_faculty,0.6422,0.5357,-0.1065,0.1065
csrankings_lars_hedrich,Lars Hedrich,cs_faculty,0.3495,0.4414,0.092,0.092
csrankings_rafael_bidarra,Rafael Bidarra,cs_faculty,0.6048,0.5357,-0.0691,0.0691
csrankings_bahman_kalantari,Bahman Kalantari,cs_faculty,0.4365,0.6071,0.1706,0.1706
csrankings_yangming_li,Yangming Li,cs_faculty,0.3357,0.2714,-0.0642,0.0642
csrankings_viggo_kann,Viggo Kann,cs_faculty,0.4674,0.5264,0.059,0.059
csrankings_cludio_rosito_jung,Cláudio Rosito Jung,cs_faculty,0.39,0.4471,0.0571,0.0571
csrankings_gennaro_parlato,Gennaro Parlato,cs_faculty,0.3913,0.3721,-0.0192,0.0192
csrankings_david_m__brooks,David M. Brooks,cs_faculty,0.3809,0.4121,0.0312,0.0312
csrankings_paulo_sergio_lopes_de_souza,Paulo Sergio Lopes de Souza,cs_faculty,0.3543,0.3179,-0.0365,0.0365
csrankings_cherri_m__pancake,Cherri M. Pancake,cs_faculty,0.5048,0.4529,-0.0519,0.0519
csrankings_jacob_murray,Jacob Murray,cs_faculty,0.2291,0.1071,-0.122,0.122
csrankings_monica_n__agrawal,Monica N. Agrawal,cs_faculty,0.2857,0.1657,-0.1199,0.1199
csrankings_jos_tribolet,José Tribolet,cs_faculty,0.4991,0.4929,-0.0063,0.0063
csrankings_hannah_kerner,Hannah Kerner,cs_faculty,0.3696,0.5,0.1304,0.1304
csrankings_costas_busch,Costas Busch,cs_faculty,0.4057,0.4643,0.0586,0.0586
csrankings_cheng_wen_luo_0001,Cheng-wen Luo 0001,cs_faculty,0.2622,0.2786,0.0164,0.0164
csrankings_laurie_williams,Laurie Williams,cs_faculty,0.5813,0.6893,0.108,0.108
csrankings_francesco_guerra,Francesco Guerra,cs_faculty,0.4157,0.5857,0.1701,0.1701
csrankings_zoran_obradovic,Zoran Obradovic,cs_faculty,0.6241,0.6993,0.0752,0.0752
csrankings_yongzhen_huang,Yongzhen Huang,cs_faculty,0.3604,0.2607,-0.0997,0.0997
